INC209R_IDENTIFIER,INC_IDENTIFIER,REPORT_FROM_DATE,REPORT_TO_DATE,CURR_INCIDENT_AREA,PCT_CONTAINED_COMPLETED,SIGNIF_EVENTS_SUMMARY,HAZARDS_MATLS_INVOLVMENT_NARR,DAMAGE_ASSESSMENT_INFO,LIFE_SAFETY_HEALTH_STATUS_NARR,WEATHER_CONCERNS_NARR,PROJECTED_ACTIVITY_12,PROJECTED_ACTIVITY_24,PROJECTED_ACTIVITY_48,PROJECTED_ACTIVITY_72,PROJECTED_ACTIVITY_GT72,CURRENT_THREAT_12,CURRENT_THREAT_24,CURRENT_THREAT_48,CURRENT_THREAT_72,CURRENT_THREAT_GT72,CRIT_RES_NEEDS_12,CRIT_RES_NEEDS_24,CRIT_RES_NEEDS_48,CRIT_RES_NEEDS_72,CRIT_RES_NEEDS_GT72,STRATEGIC_DISCUSSION,PLANNED_ACTIONS,EST_IM_COST_TO_DATE,COMPLEXITY_LEVEL_DESCRIPTION,FUEL_MODEL_DESCRIPTION,COMMERCIAL_DAMAGED,COMMERCIAL_DESTROYED,COMMERCIAL_THREATENED_72,MFR_DAMAGED,MFR_DESTROYED,MFR_THREATENED_72,MIXED_USE_DAMAGED,MIXED_USE_DESTROYED,MIXED_USE_THREATENED_72,OUTBUILDINGS_DAMAGED,OUTBUILDINGS_DESTROYED,OUTBUILDINGS_THREATENED_72,SFR_DAMAGED,SFR_DESTROYED,SFR_THREATENED_72,AIR_ATTACK_PERSONNEL,AIR_ATTACK_QUANTITY,CAMP_CREW_PERSONNEL,CAMP_CREW_QUANTITY,CREW_TYPE_1_PERSONNEL,CREW_TYPE_1_QUANTITY,CREW_TYPE_2IA_PERSONNEL,CREW_TYPE_2IA_QUANTITY,CREW_TYPE_2_PERSONNEL,CREW_TYPE_2_QUANTITY,DOZER_PERSONNEL,DOZER_QUANTITY,ENGINE_TYPE_1_PERSONNEL,ENGINE_TYPE_1_QUANTITY,ENGINE_TYPE_2_PERSONNEL,ENGINE_TYPE_2_QUANTITY,ENGINE_TYPE_3_PERSONNEL,ENGINE_TYPE_3_QUANTITY,ENGINE_TYPE_4_PERSONNEL,ENGINE_TYPE_4_QUANTITY,ENGINE_TYPE_5_PERSONNEL,ENGINE_TYPE_5_QUANTITY,ENGINE_TYPE_6_PERSONNEL,ENGINE_TYPE_6_QUANTITY,ENGINE_TYPE_7_PERSONNEL,ENGINE_TYPE_7_QUANTITY,FIXED_WING_AIR_TACTICAL_PERSONNEL,FIXED_WING_AIR_TACTICAL_QUANTITY,HELICOPTER_TYPE_1_PERSONNEL,HELICOPTER_TYPE_1_QUANTITY,HELICOPTER_TYPE_2_PERSONNEL,HELICOPTER_TYPE_2_QUANTITY,HELICOPTER_TYPE_3_PERSONNEL,HELICOPTER_TYPE_3_QUANTITY,MASTICATOR_PERSONNEL,MASTICATOR_QUANTITY,MOBILE_COMMUNICATIONS_CENTER_PERSONNEL,MOBILE_COMMUNICATIONS_CENTER_QUANTITY,MOBILE_KITCHEN_UNIT_PERSONNEL,MOBILE_KITCHEN_UNIT_QUANTITY,OVERHEAD_PERSONNEL,OVERHEAD_QUANTITY,SKIDGINE_PERSONNEL,SKIDGINE_QUANTITY,SUPPORT_WATER_TENDER_PERSONNEL,SUPPORT_WATER_TENDER_QUANTITY,TACTICAL_WATER_TENDER_PERSONNEL,TACTICAL_WATER_TENDER_QUANTITY,TRACTOR_PLOW_TYPE_1_PERSONNEL,TRACTOR_PLOW_TYPE_1_QUANTITY,PUBLIC_EVACUATED_THIS_REP_PERIOD,PUBLIC_EVACUATED_TO_DATE,PUBLIC_SHELTER_IN_PLACE_THIS_REP_PERIOD,PUBLIC_SHELTER_IN_PLACE_TO_DATE,RESPONDER_EVACUATED_THIS_REP_PERIOD,RESPONDER_EVACUATED_TO_DATE,RESPONDER_FATALATIES_THIS_REP_PERIOD,RESPONDER_FATALATIES_TO_DATE,RESPONDER_INJURED_OR_ILL_THIS_REP_PERIOD,RESPONDER_INJURED_OR_ILL_TO_DATE,RESPONDER_SHELTER_IN_PLACE_THIS_REP_PERIOD,RESPONDER_SHELTER_IN_PLACE_TO_DATE,AREA_RESTRICTION_IN_EFFECT,EVACUATION_IN_PROGRESS,NO_LIKELY_THREAT,PLANNING_FOR_EVACUATION,PLANNING_FOR_SHELTER_IN_PLACE,POTENTIAL_FUTURE_THREAT,REPOPULATION_IN_PROGRESS,SHELTER_IN_PLACE_IN_PROGRESS,FULL_SUPPRESSION
4331600,4327598,2016-07-26 08:00:00,2016-07-26 20:00:00,23500,10,"Fire activity has increased all around the fire.  Movement to the east and south is most active.  Uphill runs in brush and timber understory are occurring on Branch II and IV.  Some short to medium range spotting has been observed.  Lower humidity, high t","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.","Fire activity has increased in the Palo Colorado area and additional structures have been destroyed, numbers and types of structures will be reported when conditions are safe to do so. A Damage Inspection Team is working in colaboration with Monterey Coun",Evacuations remain in place. The fire has impacted power transmission lines and the power is out in the Big Sur area. A private hire equipment bull dozer rolled over with minor damage and no injuries to the operator. 8 hikers found themselves near the fir,Marine layer has compressed to around 500 feet as strong high pressure builds meaning there is little or no marine influence over the fire area.  Warm and dry conditions will continue with little or no humidity recovery tonight.  Overnight lows will stay ,A deeper marine layer may should help to slow fire activity on western divisions but the east side of the incident will continue to see moderate fire growth through out the night with poor RH recovery.  Rollout in steep canyons and poor access will contin,"A low celling may restrict air operations and on the incident and fire activity is expected to be heavy on all divisions above the marine layer.   Established fire in inaccessible areas will continuing to push the fire to the North, South and the East. Th",,,,,,,,,,,,,,,,,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,63.0,5.0,436.5,26.5,,,122.0,6.0,43.333333333333336,20.0,166.5,40.5,,,156.4,40.6,,,,,41.0,12.0,,,,,10.0,4.0,8.666666666666666,2.3333333333333335,6.0,3.0,,,4.5,1.5,22.0,1.0,59.333333333333336,0.0,,,37.0,19.0,,,,,300.0,0.0,,,,,,,,,,,,Y,,Y,,,,,100.0
4332200,4327598,2016-07-25 20:00:00,2016-07-26 08:00:00,19311,10,Fire activity above the marine layer will continue to be very active with up hill runs where wind and slope align. The fire is burning in timber understory in the south and a mix of brush and grass through out the incident.  Some short range spotting has ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.",A Damage Inspection Team is working in colaboration with Monterey County OES  on assessment of damaged structures and infrastructure. Fire conditions in many areas are still too severe to complete damage inspections. ,Evacuations remain in place. We are making preliminary efforts to identify areas that may be subject to debris flows post fire. ,Marine layer compressing to around 1000 feet as strong high pressure builds leading to hot and dry conditions above 1500 feet. Winds will be fairly light with strengthening inversion that will likely result in heavy smoke and adverse impacts to air operat,A deeper marine layer may should help to slow fire activity on western divisions but the east side of the incident will continue to see moderate fire growth through out the night with poor RH recovery.  Rollout in steep canyons and poor access will contin,"A low celling may restrict air operations and on the incident and fire activity is expected to be heavy on all divisions above the marine layer.   Established fire in inaccessible areas will continuing to push the fire to the North, South and the East. Th",Established fire in inaccessible areas will continuing to push the fire to the South and the East above the marine layer. A gradual warming and drying will continue to promote fire growth. ,,,,,,,,,,,,none,,,,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,,,39.0,3.0,346.5,21.0,,,61.0,3.0,40.0,18.666666666666668,133.5,33.0,,,135.25,34.5,,,,,38.0,11.0,,,,,10.0,4.0,8.666666666666666,2.3333333333333335,6.0,3.0,,,4.5,1.5,22.0,1.0,48.111111111111114,0.0,,,40.0,20.0,,,,,300.0,0.0,,,,,,,,,,,,Y,,Y,,,,,100.0
4332986,4327598,2016-08-01 20:00:00,2016-08-02 08:00:00,43400,18,Fire activity was minimal through the night. ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.",A Damage Inspection Team is working in colaboration with Monterey County OES  on assessment of damaged structures and infrastructure. ,"A State of Emergency has been declared by the Governor. An FMAG has been approved. Current and forecasted ERCs levels are redefining conventional thought to a model that could produce potential spread of up to 20,000 acres in an operational period. Evacua",Marine layer remains around 2000 feet deep.   Ridge winds will turn westerly today but continue to be light around 5-10 mph. Humidity readings remain very dry above the marine layer along with warm to hot conditions across the interior of the fire.  A dee,The fire will have very little growth this period compared to previous days.  Fire is creeping in the understory with occassional roll out.  Smoke is shading the fuels and slowing progress.  ,"The fire will have continued growth in a south/southeast direction.   With little to no influence from wind it will take advantage of heavy fuel loading and slope. Fire progression will be half mile or less on the east and south.  
","The fire will continue to creep in understory moving an additional half mile or less to the east and south.  
","Fire activity continues a downward trend.  Movement to the east and south less than half mile.  
","Fire activity continues a downward trend.  Movement to the east and south less than half mile.  
",,,,,Will be determined based on operational success and fire behavior. ,No critical resources are needed.,,,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,2000.0,,,73.0,7.5,409.3333333333333,25.0,,,162.75,8.0,42.0,18.0,324.0,77.5,9.0,2.0,132.2,32.4,,,,,44.0,13.5,,,,,12.0,4.0,12.666666666666666,3.0,9.0,4.0,,,4.0,2.3333333333333335,4.5,3.5,72.28571428571429,0.0,,,90.0,51.0,,,,,300.0,0.0,,,,,0.0,1.0,0.0,1.0,,,,Y,,Y,,,,,100.0
4333617,4327598,2016-08-16 20:00:00,2016-08-17 08:00:00,76683,60,"Branch I, II, IX
No movement, some interior islands smoldering. Much of the Carmel Zone is in patrol status.

Branch III
Some backing and roll out, but minimal fire growth overnight. Continued to evaluate options for direct line construction and securing ","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",,"At 0600, the evacuation ORDER for the east side of Highway 1 from Andrew Molera State Park to Coast Ridge Road at the Ventana Inn will be reduced to an a WARNING. This area includes the Ventana Inn and Coast Ridge Road to mile marker 1.5. The evacuation W","The marine layer moved in again overnight, but mainly impacted the Big Sur Coast and Carmel Valley. Conditions above the marine layer remained very dry with many locations less than 20% relative humidity.  Only minor changes are expected for Wednesday.  T",Continued backing in the Coast Ridge area above Big Sur.  Continued backing into the Carmel drainage. The fire will grow to the south of the Ventana drainage and continue to make uphill runs on Island Mountain and back into the Big Sure drainage. Flanking,"The fire will continue to burn interior islands. On the coastal side, the fire will continue to back down to the control lines in Division O.  The fire will continue to make uphill runs on Island Mountain. The fire will begin to establish below Olmstead M",Fire will continue to move south through the Big Sur drainage toward Olmstead Mountain and the Lion creek confluence.,,,,,,,,,No critical resource needs.,No critical resource needs.,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,2.0,1.0,99.0,7.0,120.75,7.0,,,191.33333333333334,8.666666666666666,19.333333333333332,11.666666666666666,7.0,2.0,,,50.714285714285715,10.428571428571429,3.0,1.0,,,18.0,4.833333333333333,,,,,16.0,1.3333333333333333,14.666666666666666,2.3333333333333335,12.0,2.0,,,1.6666666666666667,1.3333333333333333,39.0,3.0,76.38461538461539,0.0,,,113.0,72.0,5.5,3.0,,,370.0,0.0,,,,,0.0,1.0,0.0,3.0,,,,,,Y,,Y,,,100.0
4327776,4327598,2016-09-01 20:00:00,2016-09-02 08:00:00,94736,60,"Fire continued to burn actively early in the evening after burnout operations. Overall growth slowed significantly after dark.

M.A.P. recommendations continued to be developed for new WFDSS decision.

Branch I/II/IX
No movement, though one visible pocket","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.  ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacuation warnings remain in effect for a small section of Monterey C","There were cooler temperatures and higher humidity for the fire area today.  The marine layer is weak, shallow, and poorly defined. Winds have returned to onshore or westerly in the afternoons resulting in more favorable westerly direction for Branch VII ",Offshore breezes will be light and of limited impact to operations as burnout operations gaining ground in the area of active fire in Pick Creek.,"In Branch VIII, continuing light winds will keep fire spread limited to alignments of fuels on south exposures.  It is possible that fire may find an opportunity to make a run on north slopes in the South Fork of the Big Sur drainage or possibly in Pick C","With active fire in Branch VIII and burnout operations to match it, anticipate fire reaching the head of the South Fork of the Big Sur in the vicinity of Strawberry Camp.  Elsewhere, little growth is anticipated in Branch III.",,,,,,,Multiple values are at risk to the south and east. ,1 T1HC,,,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.5,1.0,84.0,7.0,77.5,4.0,29.5,1.5,20.5,1.0,6.0,4.0,4.0,1.0,,,32.666666666666664,8.0,,,,,23.75,7.75,,,,,2.5,2.0,21.0,3.5,6.0,3.0,3.0,2.5,,,,,32.333333333333336,0.0,4.0,2.0,13.5,13.0,4.333333333333333,2.3333333333333335,,,10.0,0.0,,,,,0.0,1.0,0.0,5.0,,,,,,Y,,Y,,,100.0
4328259,4327598,2016-08-24 20:00:00,2016-08-25 08:00:00,90062,60,"General
The fire stayed active until approximately midnight, when the smoke settled in and moderated fire behavior for the remainder of the night.

Branch I/II/IX
No movement, some interior islands smoldering. Much of the Carmel Zone is in patrol status.
","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacuation warnings remain in effect from the Tassajara Road from Carm","Upper low off the coast will approach the region and bring southwest winds to the fire. This will change the smoke transport for the Soberanes and Chimney fires, bringing smoke back towards the Monterey Peninsula and Salinas Valley. Temperatures will tren",The fire will continue to back into the Carmel drainage and may cross it in additional places. It will continue to flank around and past Miller Mountain. Fire will flank down the sides of the Big Sur drainage and Lion Creek drainage as it moves south. It ,The fire will continue to burn interior islands.  Fire will  continue moving south while backing down the flanks of Miller ridge. It will become established in Pine Valley. Fire will move south from Ventana cone to South Ventana Cone.  Fire will progress ,,,,,,,,,,Timing out resources will need to be replaced.,Timing out resources will need to be replaced.,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,2.0,1.0,70.0,7.0,50.333333333333336,2.6666666666666665,38.5,2.0,78.5,4.0,29.0,18.0,4.0,1.0,,,61.0,12.0,3.0,1.0,,,9.0,2.0,,,,,12.0,1.0,13.333333333333334,2.0,10.0,1.5,4.5,4.0,2.0,1.0,38.0,2.0,48.166666666666664,0.0,4.0,2.0,54.0,38.0,8.0,4.0,,,10.0,0.0,,,,,0.0,1.0,0.0,4.0,,,,,,Y,,Y,,,100.0
4329984,4327598,2016-09-23 08:00:00,2016-09-23 20:00:00,126569,74,The situation remains similar to the last twenty-four hours (despite a change in wind direction) little change to the fire perimeter. Interior pockets of fuel deep within the containment lines continue to creep and smolder. Field observations for this ope,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"EVACUATION ORDERS REMAIN IN EFFECT FOR:
East side of Tassaajara Road from Chews Ridge to Bruce Ranch. Bruce Ranch East along Anastasia Canyon to Carmel Valley Road.  Carmel Valley Road South from Anastasia canyon to Tash Ranch.

Tassajara Road south of Ch","A significant warming and drying trend will begin today and continue through the weekend as high pressure builds over the west coast. Winds will turn more offshore this weekend over the fire district favoring a decrease in humidity recovery. 

Conditions ",NNE predicted winds with associated valleys and drainages will potentially produce erratic winds. The foreseeable winds will however be beneficial by ushering scattered hot material and convective heat back into the burn area. Drought stricken fuels and r,"Fire activity and spread may be influenced by weather events, weather and topography alignment and firing operations.","Fire activity and spread may be influenced by weather events, weather and topography alignment and firing operations.",,,,,,,,,,,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.0,1.0,75.0,13.0,150.5,7.5,79.6,4.0,32.5,1.5,9.0,4.666666666666667,5.5,1.5,,,51.2,11.4,,,,,18.666666666666668,6.5,,,,,6.0,3.3333333333333335,21.5,3.5,7.0,3.0,2.0,2.0,,,,,47.166666666666664,0.0,6.0,5.0,50.0,49.0,7.5,3.75,2.0,1.0,32.0,0.0,30.0,0.0,,,0.0,1.0,0.0,8.0,,,,Y,,,,Y,,Y,100.0
4331013,4327598,2016-08-26 08:00:00,2016-08-26 20:00:00,91100,60,"General
The fire was active today, but most of the activity was interior and did not threaten the lines.

Branch I/II/IX
No movement of the fire, some smoldering pockets of heavy dead and down fuels. Continued to patrol and mop-up if necessary. Continued ","Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",,"Evacuation orders remain in effect for Coast Ridge Road from 1.5 miles above the Ventana Inn to the end of Coast Ridge Road at Marble Peak, and roads that leave from Coast Ridge Road.

Evacuation warnings remain in effect from the Tassajara Road from Carm",Marine layer is around 2000 feet with upper low pressure off the coast. Onshore flow has resulted in temperatures slightly cooler and humidity slightly elevated versus previous days.  Ridge winds remain from the southwest but light at 5-10 mph with some h,The fire will continue to back into the Carmel drainage and may cross it in additional places. It will continue to flank around and past Miller Mountain. Fire will flank up the sides of the North and South Forks of the Big Sur drainage as it moves south. ,The fire will continue to burn interior islands.  Fire will continue moving south while backing down the flanks of Miller ridge. It will become established in Pine Valley. Fire will move south from Ventana cone to South Ventana Cone.  Fire will progress t,,,"Fire will continue to move south, being mostly terrain and fuel driven except at the tops of ridges.",,,,,,"2 TFLD, 2 T1HC",,,,,,,,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,1.5,1.0,90.0,9.0,37.666666666666664,2.0,20.0,1.0,51.8,2.6,25.0,19.0,4.0,1.0,,,66.0,14.0,,,,,18.4,5.4,,,,,18.0,1.5,17.0,2.0,12.0,3.0,10.0,9.0,,,20.0,2.0,39.54545454545455,0.0,4.0,2.0,11.0,10.0,8.0,4.0,,,10.0,0.0,,,,,0.0,1.0,0.0,4.0,,,,,,Y,,Y,,,100.0
4328889,4327598,2016-09-18 20:15:00,2016-09-19 08:00:00,117656,67,"Environmental conditions will moderate fire activity overnight even with a fairly strong thermal layer. Nighttime activity will be primarily in the area from Div-K south to Div-AA, where the backfiring operations have taken place over the last few days.",Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"Evacuation order remains in effect for:
Tassajara Road south of Chews Ridge.

Evacuation warning remains in effect for:
East side of the fire near Arroyo Seco, southwest of East Carmel Valley Road  starting at the intersection of East Carmel Valley Road a","Temperatures active fire area: 60-70
Relative Humidity: 8-14%
Winds active fire area: Light terrain driven 2-5 mph valleys. Ridgetop South 2-6 mph. 
 
Outlook for Monday:  
Temperatures active fire area: 80-95
Relative Humidity active fire: 8-14%
Winds ac","The firing operations along the fire break, from Chews Ridge north in Branch III to Los Padres Reservoir will continue to back and flank with up drainage runs, low probability at night. Backing, flanking and smoldering will continue in area to the south o",,,"The temperatures, switching winds and instability are forecasted for the week, this will increase potential fire activity overall.","Fire activity and spread may be influenced by weather events, weather and topography alignment and firing operations.",,,,,,,,,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,1.0,1.0,137.0,11.0,113.66666666666667,5.333333333333333,64.4,3.2,32.5,1.0,5.666666666666667,4.0,4.0,1.0,,,39.57142857142857,8.0,,,6.0,3.0,23.666666666666668,9.166666666666666,,,,,5.5,2.0,37.0,2.0,8.0,1.0,2.0,2.0,,,,,50.36363636363637,0.0,8.0,5.0,52.0,51.0,10.666666666666666,3.6666666666666665,1.0,1.0,30.0,0.0,22.0,0.0,,,0.0,1.0,0.0,6.0,,,,Y,,,,Y,,Y,100.0
4329512,4327598,2016-08-08 20:00:00,2016-08-09 08:00:00,67092,50,The fire continued to back southwest down toward Big Sur and south toward Big Sur Creek and Ventana Double Cone.,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber. Some areas of the fire have fuels that are 70-90 years old. ",An inter-agency team comprised of various Monterey County agencies and the incident is completing damage inspection. PG&E has re-energized lines in portions of the fire. ,"Highway 1 was closed from 2200 last night until 0600 this morning between Palo Colorado and North Coast Ridge Road. The east side of Highway 1 in Big Sur remains under an evacuation order.  Evacuation warnings remain in place for Palo Colorado, Tassajara ",The marine layer and associated low cloud made their way inland once again leading to excellent humidity recoveries over lowers slopes. Above the marine layer is a different story with mild overnight temperatures and very low humidity values just prior to,"The fire is expected to continue to move up the north slope of Elephant Mountain and back down toward Big Sur.
","The fire is expected to creep to the east and south.  Active areas will be Elephant Mountain and the Coast Ridge.  
","The fire is expected to continue to creep in understory moving approximately half mile or less to the east and south.  
","The fire is expected to continue to move south and east toward Ventana Double Cone and Elephant Mountain and further south on the ridge going toward Carmel River.  
","The fire is expected to continue to move south and east toward Ventana Double Cone and further south on the ridge going toward Carmel River.  
",,,,,,,,,,,,,,Type 1 Incident,Chaparral (6 feet),0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,0.0,3.0,57.0,400.0,,,96.0,8.333333333333334,541.5,32.5,,,163.4,7.8,29.5,14.25,21.0,5.0,,,147.71428571428572,32.42857142857143,,,,,20.5,5.833333333333333,,,,,12.0,4.0,15.333333333333334,3.3333333333333335,9.0,4.0,,,3.6666666666666665,1.3333333333333333,8.5,2.0,81.28571428571429,0.0,,,92.0,54.0,3.0,2.5,,,461.0,0.0,,,,,0.0,1.0,0.0,3.0,,,,,,,,Y,,,100.0
4330539,4327598,2016-09-27 08:00:00,2016-09-27 20:00:00,128496,89,Fire activity increased in the interior islands of the incident with active alignment runs. Containment lines continue to hold despite having all categories of  local thresholds exceeded.   ,Mixed fuel models include brush on the slopes with above an average grass crop on ridge lines with scattered pockets of timber.  ,,"EVACUATION ORDERS REMAIN IN EFFECT FOR:
Tassajara Rd from Chews Ridge south to the end of the road at Tassajara Hot Springs.

HEALTH CONCERN:

Air Quality Today: 
Winds near the most active part of the fire should become lighter and more northerly, result","Temperatures will cool slightly today as the marine layer begins to deepen but it will still be rather warm over much of the fire area. Relative humidity will continue to be dry, falling into the mid teens to upper single digits in the afternoon. Strong t",Wind speeds are predicted to be much slower and variable in the evening. Lower probability of ignition percentages will allow for an increased rate of line construction.  Fire behavior will consist of creeping and smoldering with the possibility of short ,Drought stricken fuels and rising ERCs along with BIs continue to provide the opportunity for moderate to extreme fire behavior. Warmer and dryer weather conditions will be present which will increase fire spread potential and effect control efforts.,,,,,,,,,,,,,,,,232508900,Type 1 Incident,Chaparral (6 feet),,,,,,,,,,,,,,,,1.0,1.0,137.0,10.0,88.0,4.333333333333333,83.0,4.2,45.0,2.0,5.333333333333333,3.6666666666666665,5.5,1.5,,,42.166666666666664,9.0,6.0,1.0,5.0,2.0,17.25,7.5,,,,,3.0,2.0,7.666666666666667,1.6666666666666667,7.0,3.0,5.0,4.0,,,,,40.416666666666664,0.0,3.0,2.0,44.0,43.0,6.5,3.25,2.0,1.0,22.0,0.0,30.0,0.0,,,0.0,1.0,0.0,8.0,,,,Y,,,,Y,,Y,100.0
4331646,4327598,2016-07-28 08:00:00,2016-07-28 20:00:00,29877,15,Very warm and extremely dry all over the fire area today.   Several plumes were observed on the south and east flanks. Fire became very active in the early afternoon.  The fire has crossed the Little Sur River.  Some short crown runs were observed in timb,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.","A Damage Inspection Team is working in colaboration with Monterey County OES  on assessment of damaged structures and infrastructure. The DINS Team is facing down power lines, falling trees and active areas of the fire which is hampering their progress. ",A State of Emergency has been declared by the Governor. Approval of the submitted FMAG is pending. An on going planning and resource allocation effort is in process to mitigate the potential future threat to the greater Carmel Valley. Current and forecast,Marine layer remains fairly shallow at around 1000 feet.  Warm and dry conditions will continue overnight with overnight lows generally in the 70s and little or no RH recovery in the teens. No big changes for Friday with perhaps a degree or two of cooling,"Dry air continues day and night, no humidity recovery.  Fire activity will continue through the night in most areas on the upper slopes.  The fire will reach Carmel Mountain.
",Fuels will continue to dry and fire activity will slowly increase.  No significant winds are anticipated and stability will keep a cap on the column moderating fire activity.  Rate of spread will be slow but the fire will still be difficult control.  The ,,,,,,,,Will be determined based on operational success and fire behavior. ,,,,,,,,22900000,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,2.0,41.0,2000.0,,,77.0,6.0,571.5,35.0,,,165.33333333333334,8.0,50.666666666666664,22.333333333333332,157.66666666666666,39.666666666666664,,,170.83333333333334,43.833333333333336,,,,,36.0,12.0,,,,,12.0,4.0,8.666666666666666,2.3333333333333335,6.0,3.0,,,5.0,2.0,8.0,1.0,58.416666666666664,0.0,,,80.0,41.0,,,,,350.0,0.0,,,,,0.0,1.0,,,,,,Y,,Y,,,,,100.0
4332244,4327598,2016-07-24 20:00:00,2016-07-25 08:00:00,14897,5,Fire activity above the marine layer will continue to be very active with up hill runs where wind and slope align. The fire is burning in timber understory in the south and a mix of brush and grass through out the incident.  Some short range spotting has ,"Brush on the slopes with above average grass crop on the ridgelines, with pockets of timber.",Assessment of damaged structures and infrastructure will start up again during the daylight hours. Fire conditions in many areas are still too severe to complete damage inspections. A Damage Inspection Team is being formed. ,Evacuations remain in place.,Southerly winds will impact the fire today for the first time. Even though winds will be light this will be the first time the fire has been tested by south winds. Marine layer remains around 1500 feet deep with most of the Soberanes Fire burning above th,"A slight cool down will have little effect on the incident and fire activity is expected to remain heavy on all divisions above the marine layer.   Established fire in inaccessible areas will continuing to push the fire to the North, South and the East. T","A slight cool down will have little effect on the incident and fire activity is expected to remain heavy on all divisions above the marine layer.   Established fire in inaccessible areas will continuing to push the fire to the North, South and the East. T","The weather will return to hot and dry and significant fire growth can be expected. Established fire in inaccessible areas will continuing to push the fire to the North, South and the East.
",,,,,,,,,,,,none,,"Establish control lines, perform structure defense operations and contingency planning.",,Type 1 Incident,Chaparral (6 feet),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,1650.0,,,26.0,2.0,543.0,33.0,,,,,19.0,5.666666666666667,116.5,31.0,,,92.66666666666667,31.0,,,,,34.0,10.0,,,,,8.0,3.0,7.0,1.5,2.0,1.0,,,1.5,1.0,22.0,1.0,16.88888888888889,0.0,,,28.0,14.0,,,,,,,,,,,,,,,,,,Y,,Y,Y,,,,100.0
